category,description,systemMatchCounter,influenceDistance,name,x,y
0,Bonnie,773,21.2317,Knowledge Element 33,11.6721,4.399769
0,Bonnie,772,17.5648,Knowledge Element 34,10.754027,7.6880655
0,Bonnie,771,20.8131,Knowledge Element 35,9.059649,4.083784
0,Bonnie,770,27.5222,Knowledge Element 36,9.72002,3.9988713
0,Bonnie,769,22.2158,Knowledge Element 37,9.752621,4.3872647
0,Bonnie,768,40.5893,Knowledge Element 38,10.211127,5.5617547
0,Bonnie,767,32.1389,Knowledge Element 39,9.387779,5.927889
0,Bonnie,766,25.6573,Knowledge Element 40,9.790506,8.052474
0,Bonnie,765,29.9499,Knowledge Element 41,12.217236,5.8783875
0,Bonnie,764,34.0641,Knowledge Element 42,11.143315,5.014369
0,Bonnie,763,37.1561,Knowledge Element 43,9.423112,5.042103
0,Bonnie,762,32.5221,Knowledge Element 44,8.591927,4.616741
0,Bonnie,761,32.1434,Knowledge Element 45,8.820547,4.2515364
0,Bonnie,760,34.3905,Knowledge Element 46,11.730164,6.685152
0,Bonnie,759,42.2816,Knowledge Element 47,10.349069,7.9741015
0,Bonnie,758,62.768,Knowledge Element 48,11.3390045,5.030598
0,Bonnie,757,65.2279,Knowledge Element 49,10.089471,6.2301645
0,Bonnie,756,53.7063,Knowledge Element 50,9.34735,5.7850585
0,Bonnie,755,39.7183,Knowledge Element 51,8.593345,4.458265
0,Bonnie,754,32.4495,Knowledge Element 52,9.060558,4.4184866
0,Bonnie,753,26.9851,Knowledge Element 53,9.425279,5.3347507
0,Bonnie,752,28.0116,Knowledge Element 54,11.130611,6.908117
0,Bonnie,751,36.1839,Knowledge Element 55,10.890105,7.6945453
0,Bonnie,750,45.5473,Knowledge Element 56,9.742161,8.400573
0,Bonnie,749,54.1489,Knowledge Element 57,9.670267,4.0145617
0,Bonnie,748,42.9439,Knowledge Element 58,10.601988,4.14458
0,Bonnie,747,68.1122,Knowledge Element 59,6.4278307,3.2538154
0,Bonnie,746,25.5668,Knowledge Element 60,6.402049,3.2395306
0,Bonnie,745,27.0931,Knowledge Element 61,6.2922726,3.5196626
0,Bonnie,744,30.2452,Knowledge Element 62,6.418817,3.2649372
0,Bonnie,743,38.8222,Knowledge Element 63,6.301184,3.112721
0,Bonnie,742,35.0979,Knowledge Element 64,6.3621745,3.2566652
0,Bonnie,741,30.7027,Knowledge Element 65,6.388017,3.3755589
0,Bonnie,740,21.688,Knowledge Element 66,6.6313667,3.685335
0,Bonnie,739,17.6503,Knowledge Element 67,6.2141256,3.6463547
0,Bonnie,738,17.9878,Knowledge Element 68,6.3502903,3.6042495
0,Bonnie,737,19.959,Knowledge Element 69,6.371863,3.3170226
0,Bonnie,736,26.902,Knowledge Element 70,6.3651357,3.1218476
0,Bonnie,735,28.84,Knowledge Element 71,6.290069,3.3229024
0,Bonnie,734,30.579,Knowledge Element 72,6.5515256,4.089086
0,Bonnie,733,31.0836,Knowledge Element 73,6.6332793,4.2961054
0,Bonnie,732,37.3518,Knowledge Element 74,6.6048293,4.296896
0,Bonnie,731,31.8518,Knowledge Element 75,6.591639,3.911203
0,Bonnie,730,21.4572,Knowledge Element 76,6.433544,3.4651215
0,Bonnie,729,16.3872,Knowledge Element 77,6.9899936,4.1375217
0,Bonnie,728,23.7033,Knowledge Element 78,6.475673,3.7901452
0,Bonnie,727,33.2408,Knowledge Element 79,6.749982,4.4229817
0,Bonnie,726,38.4723,Knowledge Element 80,6.950083,4.380983
0,Bonnie,725,39.3615,Knowledge Element 81,7.1566615,4.343826
0,Bonnie,724,32.2364,Knowledge Element 82,7.17983,4.4585223
0,Bonnie,723,30.5345,Knowledge Element 83,6.6529827,4.3612814
0,Bonnie,722,27.0194,Knowledge Element 84,6.9143596,4.5449023
0,Bonnie,721,25.5759,Knowledge Element 85,6.8030076,4.6605816
0,Bonnie,720,31.1151,Knowledge Element 86,6.7176714,4.84481
0,Bonnie,719,38.1478,Knowledge Element 87,3.1065297,8.191567
0,Bonnie,718,83.8137,Knowledge Element 88,2.2952528,8.853024
0,Bonnie,717,43.1435,Knowledge Element 89,2.2769473,8.482064
0,Bonnie,716,34.8553,Knowledge Element 90,2.165485,7.4213214
0,Bonnie,715,31.6417,Knowledge Element 91,2.0978067,6.880354
0,Bonnie,714,46.3166,Knowledge Element 92,2.237539,6.722213
0,Bonnie,713,52.107,Knowledge Element 93,2.5363302,6.911341
0,Bonnie,712,48.5221,Knowledge Element 94,1.9887081,6.839757
0,Bonnie,711,32.193,Knowledge Element 95,1.8256085,6.405469
0,Bonnie,710,28.4625,Knowledge Element 96,1.9431022,6.19993
0,Bonnie,709,28.2689,Knowledge Element 97,1.7877359,6.5260997
0,Bonnie,708,27.8951,Knowledge Element 98,1.9089037,6.686937
0,Bonnie,707,27.5407,Knowledge Element 99,2.071762,6.668563
0,Bonnie,706,33.4396,Knowledge Element 100,2.380381,6.35355
0,Bonnie,705,34.5188,Knowledge Element 101,1.8263218,5.9470644
0,Bonnie,704,50.0136,Knowledge Element 102,1.7909379,6.4158077
0,Bonnie,703,41.329,Knowledge Element 103,-0.022562448,4.8973336
0,Bonnie,702,24.7689,Knowledge Element 104,0.11795327,5.051245
0,Bonnie,701,20.9273,Knowledge Element 105,0.070996836,5.130162
0,Bonnie,700,26.7663,Knowledge Element 106,6.517066,3.6051166
0,Bonnie,699,29.8888,Knowledge Element 107,6.328294,3.6264307
0,Bonnie,698,27.7085,Knowledge Element 108,6.8588266,4.213196
0,Bonnie,697,38.1024,Knowledge Element 109,6.706321,4.1127787
0,Bonnie,696,44.8038,Knowledge Element 110,5.1386266,5.2997913
0,Bonnie,695,45.5117,Knowledge Element 111,8.644324,3.4044602
0,Bonnie,694,50.6798,Knowledge Element 112,8.063038,4.5717926
0,Bonnie,693,44.0504,Knowledge Element 113,8.96636,4.419363
0,Bonnie,692,34.703,Knowledge Element 114,8.666539,4.0170336
0,Bonnie,691,32.569,Knowledge Element 115,8.294197,3.9865088
0,Bonnie,690,37.1224,Knowledge Element 116,8.13815,4.1442666
0,Bonnie,689,44.9964,Knowledge Element 117,8.63563,4.362076
0,Bonnie,688,43.0006,Knowledge Element 118,8.924816,4.5163913
0,Bonnie,687,42.4952,Knowledge Element 119,10.751121,7.5508013
0,Bonnie,686,29.2892,Knowledge Element 120,10.67401,7.750379
0,Bonnie,685,35.3108,Knowledge Element 121,9.647898,7.6609592
0,Bonnie,684,63.6701,Knowledge Element 122,10.926488,7.5798745
0,Bonnie,683,100.415,Knowledge Element 123,11.509805,7.1103578
0,Bonnie,682,160.18,Knowledge Element 124,5.1134877,7.0279317
0,Bonnie,681,145.63,Knowledge Element 125,1.0271318,4.8118386
0,Bonnie,680,116.706,Knowledge Element 126,1.1222078,3.7857735
0,Bonnie,679,71.8482,Knowledge Element 127,1.345288,2.472673
0,Bonnie,678,52.192,Knowledge Element 128,-0.073691376,2.6828334
0,Bonnie,677,41.8235,Knowledge Element 129,-0.24404934,2.5316288
0,Bonnie,676,31.7101,Knowledge Element 130,0.55828893,2.3092597
0,Bonnie,675,33.3264,Knowledge Element 131,1.5677844,2.4338357
0,Bonnie,674,33.7712,Knowledge Element 132,1.9378647,2.2937999
0,Bonnie,673,34.9666,Knowledge Element 133,1.7259808,2.1231484
0,Bonnie,672,31.7958,Knowledge Element 134,1.5419446,1.8081278
0,Bonnie,671,32.2544,Knowledge Element 135,1.5502474,1.8965517
0,Bonnie,670,35.3821,Knowledge Element 136,1.8403233,2.0218084
0,Bonnie,669,31.9658,Knowledge Element 137,1.901206,2.1885426
0,Bonnie,668,37.2137,Knowledge Element 138,1.4582564,1.8948414
0,Bonnie,667,30.3141,Knowledge Element 139,1.3688337,1.9565812
0,Bonnie,666,30.4173,Knowledge Element 140,1.5799493,2.0784316
0,Bonnie,665,32.1321,Knowledge Element 141,-0.109333135,2.6399689
0,Bonnie,664,30.8584,Knowledge Element 142,0.037305586,2.3389409
0,Bonnie,663,23.912,Knowledge Element 143,0.04827369,2.4531045
0,Bonnie,662,23.6548,Knowledge Element 144,-0.43120053,2.6310549
0,Bonnie,661,29.471,Knowledge Element 145,-0.6726934,2.6525881
0,Bonnie,660,34.0993,Knowledge Element 146,-0.69724506,3.1533291
0,Bonnie,659,32.6868,Knowledge Element 147,-0.4476986,3.4434798
0,Bonnie,658,34.5836,Knowledge Element 148,-0.21046631,4.3226523
0,Bonnie,657,39.0094,Knowledge Element 149,0.26274046,5.1776648
0,Bonnie,656,40.8046,Knowledge Element 150,0.48086104,5.2257514
0,Bonnie,655,45.4052,Knowledge Element 151,0.9851796,5.065751
0,Bonnie,654,39.1924,Knowledge Element 152,3.540386,5.8542686
0,Bonnie,653,54.2125,Knowledge Element 153,2.6307664,3.8376248
0,Bonnie,652,99.0589,Knowledge Element 154,2.6959536,3.3911471
0,Bonnie,651,129.817,Knowledge Element 155,2.743555,9.24881
0,Bonnie,650,92.2787,Knowledge Element 156,2.1870031,10.536714
0,Bonnie,649,48.3586,Knowledge Element 157,2.381969,10.319297
0,Bonnie,648,41.2042,Knowledge Element 158,2.6649878,9.845747
0,Bonnie,647,43.4255,Knowledge Element 159,2.6807458,10.268177
0,Bonnie,646,43.7836,Knowledge Element 160,2.4882069,10.814729
0,Bonnie,645,37.4114,Knowledge Element 161,2.7590175,11.32279
0,Bonnie,644,47.2329,Knowledge Element 162,2.7512393,11.534369
0,Bonnie,643,56.7153,Knowledge Element 163,2.8421574,11.676247
0,Bonnie,642,58.0182,Knowledge Element 164,3.1511157,11.873088
0,Bonnie,641,42.055,Knowledge Element 165,2.964568,11.748312
0,Bonnie,640,36.5155,Knowledge Element 166,3.0058632,11.7508955
0,Bonnie,639,27.9902,Knowledge Element 167,2.9036224,11.721254
0,Bonnie,638,32.2992,Knowledge Element 168,2.9062762,11.924369
0,Bonnie,637,35.3513,Knowledge Element 169,2.9502382,11.805234
0,Bonnie,636,41.0097,Knowledge Element 170,2.9022295,11.570361
0,Bonnie,635,77.695,Knowledge Element 171,3.0285106,11.81935
0,Bonnie,634,102.64,Knowledge Element 172,2.831232,11.662013
0,Bonnie,633,124.69,Knowledge Element 173,8.226592,8.005722
0,Bonnie,632,101.002,Knowledge Element 174,5.553533,7.1941466
0,Bonnie,631,96.9034,Knowledge Element 175,3.0502737,11.797774
0,Bonnie,630,90.5511,Knowledge Element 176,7.1380816,9.391513
0,Bonnie,629,94.5952,Knowledge Element 177,9.145029,8.636726
0,Bonnie,628,84.4577,Knowledge Element 178,8.784551,4.1610007
0,Bonnie,627,68.538,Knowledge Element 179,6.943573,4.564607
0,Bonnie,626,87.5328,Knowledge Element 180,6.452338,3.835693
0,Bonnie,625,51.2498,Knowledge Element 181,0.1165779,4.615604
0,Bonnie,624,42.3874,Knowledge Element 182,0.44221288,4.342012
0,Bonnie,623,45.3042,Knowledge Element 183,1.1322927,4.176075
0,Bonnie,622,32.3885,Knowledge Element 184,0.75522435,4.7855196
0,Bonnie,621,38.8676,Knowledge Element 185,0.382076,5.3170133
0,Bonnie,620,45.8271,Knowledge Element 186,0.5879016,5.0026164
0,Bonnie,619,45.7793,Knowledge Element 187,3.315896,5.75681
0,Bonnie,618,33.607,Knowledge Element 188,3.6337366,6.3611407
0,Bonnie,617,33.2101,Knowledge Element 189,3.716672,6.114083
0,Bonnie,616,36.3243,Knowledge Element 190,3.7223942,6.1043053
0,Bonnie,615,33.1159,Knowledge Element 191,3.4369333,6.8946366
0,Bonnie,614,41.2104,Knowledge Element 192,3.0989141,7.6778502
0,Bonnie,613,50.9586,Knowledge Element 193,3.2479336,7.6356306
0,Bonnie,612,73.7205,Knowledge Element 194,3.2675424,6.682638
0,Bonnie,611,89.4557,Knowledge Element 195,3.0808399,6.545637
0,Bonnie,610,99.9951,Knowledge Element 196,6.318324,8.246435
0,Bonnie,609,72.0254,Knowledge Element 197,6.188965,9.314917
0,Bonnie,608,81.4559,Knowledge Element 198,5.9204698,8.96434
0,Bonnie,607,66.1171,Knowledge Element 199,7.13082,9.030116
0,Bonnie,606,48.72,Knowledge Element 200,4.6024437,3.355345
0,Bonnie,605,36.1863,Knowledge Element 201,6.6893344,8.576098
0,Bonnie,604,39.7656,Knowledge Element 202,7.3051457,9.681552
0,Bonnie,603,49.9497,Knowledge Element 203,7.372732,10.142546
0,Bonnie,602,55.982,Knowledge Element 204,7.289935,10.265497
0,Bonnie,601,61.9171,Knowledge Element 205,6.9324856,10.217129
0,Bonnie,600,65.0159,Knowledge Element 206,7.197154,10.455848
0,Bonnie,599,68.0779,Knowledge Element 207,7.3850183,10.366387
0,Bonnie,598,80.8601,Knowledge Element 208,7.8480253,9.417541
0,Bonnie,597,68.4013,Knowledge Element 209,8.073356,9.248201
0,Bonnie,596,49.3136,Knowledge Element 210,7.1623363,10.266324
0,Bonnie,595,78.8594,Knowledge Element 211,7.2184167,10.440779
0,Bonnie,594,78.0105,Knowledge Element 212,7.2518706,9.708074
0,Bonnie,593,67.1289,Knowledge Element 213,7.6372356,9.285376
0,Bonnie,592,55.7261,Knowledge Element 214,7.5459647,9.008243
0,Bonnie,591,46.93,Knowledge Element 215,8.387541,8.987063
0,Bonnie,590,53.7632,Knowledge Element 216,7.8497787,9.425054
0,Bonnie,589,73.2219,Knowledge Element 217,7.3157115,10.042101
0,Bonnie,588,65.6685,Knowledge Element 218,7.432336,9.449917
0,Bonnie,587,46.3157,Knowledge Element 219,7.397037,8.921715
0,Bonnie,586,45.516,Knowledge Element 220,7.484278,8.712984
0,Bonnie,585,53.9943,Knowledge Element 221,6.951656,9.632146
0,Bonnie,584,60.5675,Knowledge Element 222,6.630231,9.386713
0,Bonnie,583,60.4277,Knowledge Element 223,6.368486,9.410167
0,Bonnie,582,66.8956,Knowledge Element 224,7.500385,9.455877
0,Bonnie,581,73.2524,Knowledge Element 225,9.377534,8.522834
0,Bonnie,580,60.9309,Knowledge Element 226,9.542905,8.486435
0,Bonnie,579,69.4598,Knowledge Element 227,7.151125,9.275824
0,Bonnie,578,108.667,Knowledge Element 228,4.5849056,2.6917815
0,Bonnie,577,113.272,Knowledge Element 229,8.380709,8.001649
0,Bonnie,576,83.9391,Knowledge Element 230,4.4590316,9.814021
0,Bonnie,575,67.0809,Knowledge Element 231,4.1220164,10.290623
0,Bonnie,574,63.3051,Knowledge Element 232,4.023699,10.4185095
0,Bonnie,573,58.9682,Knowledge Element 233,4.2659616,10.12699
0,Bonnie,572,57.5501,Knowledge Element 234,4.065222,10.306942
0,Bonnie,571,45.204,Knowledge Element 235,3.674475,10.285245
0,Bonnie,570,36.4728,Knowledge Element 236,3.5636094,10.268592
0,Bonnie,569,31.2268,Knowledge Element 237,3.9120805,9.938175
0,Bonnie,568,64.8073,Knowledge Element 238,3.4677455,9.917464
0,Bonnie,567,79.0825,Knowledge Element 239,4.2338367,9.209458
0,Bonnie,566,71.1645,Knowledge Element 240,7.0003853,9.44482
0,Bonnie,565,55.4744,Knowledge Element 241,6.819088,10.008252
0,Bonnie,564,62.2716,Knowledge Element 242,6.6189785,9.757221
0,Bonnie,563,60.0132,Knowledge Element 243,7.449713,8.654322
0,Bonnie,562,67.449,Knowledge Element 244,7.3815017,8.808229
0,Bonnie,561,62.37,Knowledge Element 245,6.7904706,8.444673
0,Bonnie,560,43.3581,Knowledge Element 246,6.901065,9.3135395
0,Bonnie,559,54.508,Knowledge Element 247,6.4173207,9.105121
0,Bonnie,558,86.2691,Knowledge Element 248,6.1058583,9.403855
0,Bonnie,557,104.671,Knowledge Element 249,3.5243337,8.61878
0,Bonnie,556,81.1348,Knowledge Element 250,3.4352558,9.85744
0,Bonnie,555,49.1637,Knowledge Element 251,3.3521678,10.62011
0,Bonnie,554,25.2435,Knowledge Element 252,3.5039227,10.67699
0,Bonnie,553,34.0708,Knowledge Element 253,3.4616492,10.62313
0,Bonnie,552,46.5635,Knowledge Element 254,3.583405,10.550178
0,Bonnie,551,53.0584,Knowledge Element 255,3.4378242,10.4911375
0,Bonnie,550,58.8441,Knowledge Element 256,3.018135,10.544167
0,Bonnie,549,76.9674,Knowledge Element 257,3.1929734,10.4944105
0,Bonnie,548,139.183,Knowledge Element 258,4.3110595,9.986465
0,Bonnie,547,137.053,Knowledge Element 259,4.397037,9.406273
0,Bonnie,546,125.643,Knowledge Element 260,3.2879117,7.6312194
0,Bonnie,545,87.8641,Knowledge Element 261,6.4995046,8.958081
0,Bonnie,544,62.6484,Knowledge Element 262,7.296075,8.72332
0,Bonnie,543,64.5976,Knowledge Element 263,4.4778776,9.366603
0,Bonnie,542,50.0177,Knowledge Element 264,6.5325294,9.61982
0,Bonnie,541,44.1306,Knowledge Element 265,6.571022,9.247047
0,Bonnie,540,41.7152,Knowledge Element 266,5.1554585,8.483097
0,Bonnie,539,35.8524,Knowledge Element 267,6.908011,8.862535
0,Bonnie,538,44.2048,Knowledge Element 268,5.2711353,8.220351
0,Bonnie,537,134.967,Knowledge Element 269,3.7181861,8.949012
0,Bonnie,536,173.413,Knowledge Element 270,7.378717,9.732374
0,Bonnie,535,221.778,Knowledge Element 271,11.3586855,7.1878767
0,Bonnie,534,145.218,Knowledge Element 272,11.524745,6.9484057
0,Bonnie,533,128.388,Knowledge Element 273,10.313952,7.8904047
0,Bonnie,532,87.6106,Knowledge Element 274,7.965055,8.6404
0,Bonnie,531,69.027,Knowledge Element 275,9.199995,8.425449
0,Bonnie,530,66.447,Knowledge Element 276,9.524543,7.809334
0,Bonnie,529,60.9877,Knowledge Element 277,8.237184,8.05834
0,Bonnie,528,50.7508,Knowledge Element 278,8.133558,8.193632
0,Bonnie,527,35.6541,Knowledge Element 279,8.308202,8.10931
0,Bonnie,526,40.8778,Knowledge Element 280,8.114471,8.085408
0,Bonnie,525,45.3328,Knowledge Element 281,4.743858,9.411109
0,Bonnie,524,52.302,Knowledge Element 282,4.119825,9.61632
0,Bonnie,523,76.3535,Knowledge Element 283,3.7638068,9.87487
0,Bonnie,522,66.4926,Knowledge Element 284,3.8383281,10.052434
0,Bonnie,521,53.1075,Knowledge Element 285,3.9847038,9.77056
0,Bonnie,520,59.5327,Knowledge Element 286,4.310713,9.245293
0,Bonnie,519,54.5803,Knowledge Element 287,4.8633127,8.738359
0,Bonnie,518,45.0841,Knowledge Element 288,5.359964,8.408858
0,Bonnie,517,41.0989,Knowledge Element 289,4.9705725,7.8297915
0,Bonnie,516,52.5443,Knowledge Element 290,3.9593148,3.5837207
0,Bonnie,515,51.6311,Knowledge Element 291,4.305391,3.2735314
0,Bonnie,514,46.9054,Knowledge Element 292,4.3328724,3.0606666
0,Bonnie,513,37.7372,Knowledge Element 293,4.534515,2.893506
0,Bonnie,512,36.9646,Knowledge Element 294,4.500547,2.839747
0,Bonnie,511,32.0534,Knowledge Element 295,4.555555,2.6855843
0,Bonnie,510,36.9833,Knowledge Element 296,4.3457913,2.9546316
0,Bonnie,509,47.1453,Knowledge Element 297,4.1499505,3.170066
0,Bonnie,508,61.6313,Knowledge Element 298,4.143255,3.074892
0,Bonnie,508,112.186,Knowledge Element 299,-0.37512496,4.4971695
0,Bonnie,506,98.334,Knowledge Element 300,-0.29234067,4.5834136
0,Bonnie,505,69.6336,Knowledge Element 301,-0.41356084,3.7146945
0,Bonnie,504,63.1663,Knowledge Element 302,-0.47295082,4.33802
0,Bonnie,503,62.8731,Knowledge Element 303,-0.2824068,3.7837553
0,Bonnie,502,61.1337,Knowledge Element 304,-0.4447098,4.009625
0,Bonnie,501,65.7314,Knowledge Element 305,-0.85518366,3.3833907
0,Bonnie,500,64.9423,Knowledge Element 306,-0.14948371,3.2909098
0,Bonnie,499,65.1548,Knowledge Element 307,-0.94654083,3.3495786
0,Bonnie,498,54.7782,Knowledge Element 308,-0.80164915,3.0211651
0,Bonnie,497,67.6032,Knowledge Element 309,-0.8480306,3.0339067
0,Bonnie,496,73.1144,Knowledge Element 310,-0.9882826,3.4392445
0,Bonnie,495,50.2621,Knowledge Element 311,-1.0022347,3.3456478
0,Bonnie,494,51.2453,Knowledge Element 312,-0.4818622,3.0675108
0,Bonnie,493,54.1604,Knowledge Element 313,-0.36027008,2.9450142
0,Bonnie,492,58.7175,Knowledge Element 314,-0.84719354,3.6018758
0,Bonnie,491,66.9657,Knowledge Element 315,-0.7826656,3.2117906
0,Bonnie,490,61.6749,Knowledge Element 316,-0.93164927,2.9193752
0,Bonnie,489,61.292,Knowledge Element 317,-0.73346424,2.905933
0,Bonnie,488,54.5228,Knowledge Element 318,-0.27252263,4.4071913
0,Bonnie,487,59.8383,Knowledge Element 319,-0.19809577,3.7017102
0,Bonnie,486,54.892,Knowledge Element 320,-0.2628477,3.3497047
0,Bonnie,485,50.9663,Knowledge Element 321,6.4935794,8.437797
0,Bonnie,484,62.3733,Knowledge Element 322,6.628525,8.666757
0,Bonnie,483,67.3354,Knowledge Element 323,11.62199,6.5646243
0,Bonnie,482,69.1105,Knowledge Element 324,9.726876,8.171634
0,Bonnie,481,70.7738,Knowledge Element 325,8.763709,3.3518674
0,Bonnie,480,52.4775,Knowledge Element 326,9.4723835,3.4997103
0,Bonnie,479,48.4206,Knowledge Element 327,10.070611,8.243722
0,Bonnie,478,93.5709,Knowledge Element 328,12.160823,2.1274703
0,Bonnie,477,90.0522,Knowledge Element 329,12.707079,1.7765852
0,Bonnie,476,76.0596,Knowledge Element 330,4.8325047,1.9521637
0,Bonnie,475,73.6752,Knowledge Element 331,12.338745,1.8227828
0,Bonnie,474,72.7504,Knowledge Element 332,4.6234355,2.0218172
0,Bonnie,473,77.156,Knowledge Element 333,2.6777985,3.115234
0,Bonnie,472,92.5496,Knowledge Element 334,2.8561566,3.1772413
0,Bonnie,471,106.199,Knowledge Element 335,1.1609304,2.7695057
0,Bonnie,470,108.515,Knowledge Element 336,0.40832257,5.083009
0,Bonnie,469,87.9189,Knowledge Element 337,0.81345916,5.8822565
0,Bonnie,468,62.9093,Knowledge Element 338,1.0151203,6.1357555
0,Bonnie,467,69.0673,Knowledge Element 339,0.7680318,6.0158734
0,Bonnie,466,108.347,Knowledge Element 340,1.1033463,6.333496
0,Bonnie,465,132.711,Knowledge Element 341,2.0025446,10.335969
0,Bonnie,464,96.6422,Knowledge Element 342,2.2503247,10.594592
0,Bonnie,463,90.7292,Knowledge Element 343,2.0997174,10.510557
0,Bonnie,462,78.4561,Knowledge Element 344,2.6474524,10.6176
0,Bonnie,461,91.8926,Knowledge Element 345,2.518078,10.706871
0,Bonnie,460,135.79,Knowledge Element 346,2.4352129,10.720215
0,Bonnie,459,141.002,Knowledge Element 347,4.0610657,10.29613
0,Bonnie,458,147.045,Knowledge Element 348,8.685111,7.8005238
0,Bonnie,457,157.218,Knowledge Element 349,8.875835,7.6752157
0,Bonnie,456,143.746,Knowledge Element 350,8.804136,7.789817
0,Bonnie,455,108.967,Knowledge Element 351,9.857722,7.546067
0,Bonnie,454,77.5408,Knowledge Element 352,2.2683535,10.740155
0,Bonnie,453,63.0387,Knowledge Element 353,2.2593343,10.550773
0,Bonnie,452,63.8732,Knowledge Element 354,2.2204125,10.322024
0,Bonnie,451,72.4761,Knowledge Element 355,2.1515117,10.343121
0,Bonnie,450,90.1156,Knowledge Element 356,1.9010304,10.08087
0,Bonnie,449,77.9266,Knowledge Element 357,2.053389,9.890341
0,Bonnie,448,63.8334,Knowledge Element 358,2.1742234,9.391864
0,Bonnie,447,57.3175,Knowledge Element 359,2.3159046,8.505256
0,Bonnie,446,66.4489,Knowledge Element 360,1.0943769,6.179111
0,Bonnie,445,72.3726,Knowledge Element 361,1.168737,6.018399
0,Bonnie,444,117.008,Knowledge Element 362,-0.20312934,4.8295355
0,Bonnie,443,119.917,Knowledge Element 363,-0.85422134,2.9868455
0,Bonnie,442,127.786,Knowledge Element 364,-0.28427207,2.772096
0,Bonnie,441,136.362,Knowledge Element 365,-0.1860061,3.4758534
0,Bonnie,440,124.186,Knowledge Element 366,3.6882715,5.840974
0,Bonnie,439,67.0801,Knowledge Element 367,4.124544,6.1595187
0,Bonnie,438,56.0968,Knowledge Element 368,3.5383718,5.7364545
0,Bonnie,437,76.4673,Knowledge Element 369,5.4765124,7.6740384
0,Bonnie,436,80.4795,Knowledge Element 370,5.4282594,5.1556783
0,Bonnie,435,105.413,Knowledge Element 371,4.438623,5.7866955
0,Bonnie,434,75.959,Knowledge Element 372,4.100533,6.017356
0,Bonnie,433,58.2283,Knowledge Element 373,4.6507297,6.4756107
0,Bonnie,432,61.4227,Knowledge Element 374,4.9538364,6.844534
0,Bonnie,431,61.9388,Knowledge Element 375,5.164189,7.106701
0,Bonnie,430,108.182,Knowledge Element 376,3.4498081,4.0079317
0,Bonnie,429,159.497,Knowledge Element 377,3.4160542,3.9131987
0,Bonnie,428,76.939,Knowledge Element 378,11.97368,4.559165
0,Bonnie,427,56.9894,Knowledge Element 379,11.726475,4.466614
0,Bonnie,426,54.9286,Knowledge Element 380,11.744995,4.2289515
0,Bonnie,425,40.3267,Knowledge Element 381,11.518394,4.247293
0,Bonnie,424,44.5508,Knowledge Element 382,11.399435,4.5076056
0,Bonnie,423,53.6125,Knowledge Element 383,11.518253,3.9507337
0,Bonnie,422,84.4153,Knowledge Element 384,11.493287,2.2245996
0,Bonnie,421,49.7255,Knowledge Element 385,11.851135,2.30754
0,Bonnie,420,43.1772,Knowledge Element 386,11.5953245,2.8213997
0,Bonnie,419,63.2784,Knowledge Element 387,12.117589,1.8190591
0,Bonnie,418,50.2857,Knowledge Element 388,11.298443,2.0525422
