one,two,three
-9.989469999999999,13.769651999999999,-9.629425
5.13361,-17.735619,9.514771000000001
-0.434325,-2.529896,13.352697000000001
14.683273000000002,1.275321,11.029636
-11.653127,-0.690028,-3.519404
-1.712507,-2.555573,12.837246
1.188976,-5.760811,0.5450520000000001
1.394447,4.542028,-10.778331
7.807111999999999,-5.519429,-5.042041
-14.347260999999998,-3.005242,-2.8263849999999997
-1.977956,-2.3048669999999998,-17.517696
-13.247625,-1.291004,-1.926922
-2.839391,-5.909509,-17.438641
-0.712518,3.094809,-11.064160000000001
4.463257,-17.163342999999998,7.874205
-1.839662,-8.785082000000001,1.458405
18.774525,0.171471,5.720644999999999
-1.654237,5.397793,3.701375
-11.304031,10.103946,-8.126161
-0.986259,-5.800619999999999,3.3104410000000004
1.3768610000000001,-1.856234,-15.958895000000002
-1.6859979999999999,3.5708879999999996,-10.237488
18.032129,2.564116,6.738865
-5.021342,16.822195,-8.309501
-7.378466,9.493369,-6.661445
2.763144,7.884871,6.0884279999999995
14.742016,0.23149699999999998,8.415785000000001
16.065907,4.093844,8.824751
1.042778,5.259426,7.431769
17.708907999999997,1.1403780000000001,6.056722
1.74795,7.473969,5.881988
-14.459023,-0.403652,0.42841599999999996
-1.017636,0.7965760000000001,-16.279594
-1.06529,-4.404526000000001,12.388681
3.8351900000000003,-16.578957,8.148957000000001
-3.588515,17.703934,-7.266617999999999
-0.32243299999999997,-2.2352849999999997,-14.487925
5.52696,-16.325108,11.270378
-0.321391,-5.602241,0.775278
-3.574407,17.44426,-7.829648
2.312059,-8.374285,-2.186946
-2.934784,10.518139,-8.082198
-3.437904,-6.872580999999999,-16.767570000000003
-2.723911,-8.363723,0.8450270000000001
2.1720599999999997,-4.87713,1.493847
-1.4733530000000001,-3.5010449999999995,14.112255
5.963906,-9.175569,-1.058138
-3.955854,15.717401999999998,-8.733319999999999
-11.180387,1.8491970000000002,-2.8441810000000003
-13.040371,0.34633600000000003,1.48238
-5.812139,14.946448,-9.895082
-1.0410620000000002,6.244721,3.891753
2.416178,-4.319558,9.517669999999999
10.760856,-8.12818,-7.5581309999999995
-1.619697,-2.420864,13.021939999999999
3.6938129999999996,-18.402,9.829829
0.9514360000000001,7.506282000000001,7.979496000000001
0.649772,-5.8315779999999995,3.077112
-6.2324910000000004,12.213738000000001,-9.527704
5.3758230000000005,-18.797386,10.023681
-1.367564,0.739378,-15.219426
-1.460892,11.557566,-6.847364999999999
-13.290141,-2.8796720000000002,-5.648554
5.6641379999999995,-17.858412,10.921009
17.539185,3.485528,6.259958999999999
-2.9374849999999997,-8.51127,1.308319
-15.418754000000002,-3.8482559999999997,-8.076541
2.064934,8.337423,6.644569000000001
2.597579,-4.290388,10.781058
3.209066,8.776235,6.2568410000000005
-7.519516,8.927375,-8.283635
-2.680939,16.36717,-8.684514
-12.10997,14.799605999999999,-9.511762
5.253629,-17.623409,10.014911999999999
-4.727424,15.297,-8.874921
-3.060853,10.690434,-5.110631
-11.53537,1.607664,-2.574051
14.513492000000001,0.935723,11.286586
-8.580263,8.814107,-8.023141
2.26568,8.325113,6.576428999999999
-13.489358,-3.0560110000000003,-5.281052
11.146232000000001,-9.194547,-8.011671
1.7126740000000003,-0.53761,-15.570551000000002
10.649427000000001,-8.70229,-6.990479
-7.247905,9.108725,-9.544503
0.377764,2.066296,-11.187472
-2.503725,7.416353999999999,10.530406
-2.48469,-6.826267999999999,2.779113
1.276389,8.359222,3.819149
-3.223595,-6.755700999999999,2.1295490000000004
5.409517,-8.626578,0.19763
-3.6590800000000003,9.62952,-5.815085
-2.571349,-4.600375,-17.233458
-14.676606,-1.671297,-0.716716
3.5828260000000003,-19.239683,6.142
2.7075299999999998,6.878521000000001,5.033385
1.693328,-2.533663,10.365317
-0.5609430000000001,6.163031,4.028625
2.081384,6.891883,4.953780999999999
10.935198,-8.111312,-7.710400999999999
14.609476999999998,0.701149,9.893303
-14.479526000000002,-1.67113,-0.285586
-9.817427,14.938362,-9.675214
-1.1807299999999998,11.016564,-5.896461
-14.826927,-3.149987,-7.705997
-2.906647,-2.996419,13.778298000000001
2.0259139999999998,-7.239669,1.2196559999999999
-2.352932,6.826356,5.49406
-2.45995,-5.008306,-16.492514
-5.328288,11.267889,1.501058
-2.168974,-3.504332,13.064862
-3.117295,-6.824871000000001,2.138041
2.920575,-18.629049,9.098141
-3.854064,12.343686,0.9440069999999999
16.981648999999997,0.79878,5.570601
-3.857032,-8.241662,1.941509
0.496395,-0.28833000000000003,-13.497777
18.000027,0.18806099999999998,6.0101309999999994
14.768641,-0.8448129999999999,8.491234
-0.087351,-0.023008,-13.668435
0.043894999999999997,-4.520906,-16.299049
-1.867416,7.608080999999999,7.679261
-14.960448999999999,-2.3407720000000003,-6.781084
-1.554667,-9.030225999999999,1.10181
14.690473,-1.188448,10.360381
-7.425683,14.313920000000001,-9.084541999999999
4.026324,-19.293682,6.728738000000001
8.401923,-9.221005,-4.2536879999999995
2.515684,9.873985000000001,5.826738
6.19917,-19.84701,7.498695
-12.595914,14.832011999999999,-8.709517
-13.484268,-1.775707,-1.2837379999999998
-11.429044000000001,0.150621,-1.136192
-2.945361,-3.5625660000000003,12.488211
-9.160186,8.640101,-8.889655
-3.364471,9.994451,-7.649549
3.486439,-4.712381,1.086527
17.840837,-0.145061,6.020329
-13.176967999999999,0.658878,-0.557579
-1.360652,0.698159,-14.324005
13.712971,-0.734615,11.468199
-2.290636,8.398112,8.413317
14.485128,0.22838000000000003,9.804053999999999
-2.059909,-9.046679,1.001175
8.495435,-6.918997,-5.455756
-7.694917,15.467189999999999,-10.063062
4.942186,-18.653679,7.310613
9.8285,-9.271618,-5.395677
-0.977074,-2.643455,-13.411407
6.234225,-20.209864000000003,5.400805999999999
-0.517884,-9.372985,2.011628
-13.780075,-1.6704439999999998,-2.387596
7.091458,-7.074300999999999,-0.044871
-2.534814,-3.305167,12.745792999999999
17.48366,-0.329346,5.303824
-3.244138,9.779105,-7.765297
-2.711208,-6.026930999999999,-16.468269
18.282375,0.23028400000000002,5.646235
3.987367,-5.360803,3.332359
0.24386599999999997,-0.09954600000000001,-13.247751000000001
1.092733,6.693006,4.147963
-2.979612,7.931181,9.93084
2.112304,-9.122931,1.116449
-2.559047,-8.788295,0.8662790000000001
4.677909,-14.422782000000002,12.683155000000001
-5.5967720000000005,16.085217,-8.260079
-11.636511,0.88008,-3.110482
9.389275,-9.843128,-5.727608999999999
19.081591,3.4188739999999997,6.3745449999999995
5.921282,-19.135609,9.646291999999999
6.445844,-16.065981,12.672219
-14.054020000000001,-1.698807,-2.0264029999999997
-12.219272,11.410248,-8.239599
-2.5206009999999996,-2.577717,12.31374
5.617953,-7.001108,-0.714716
-4.412427,9.182427,-8.064911
-1.875788,5.44801,3.417975
-1.131523,2.7988720000000002,-13.051496
-0.9368790000000001,1.183976,-16.009642000000003
-5.25765,14.617284,-9.133267
-7.703709,17.036955,-9.600131
9.845903999999999,-9.363298,-5.472964
4.969014,-15.031897,12.063094
-6.378998999999999,15.842648,-8.692079
1.8844990000000001,0.6525989999999999,-14.823295000000002
-2.4099909999999998,7.836064,9.533137
3.5456230000000004,-9.355214,-1.462768
-2.607559,-6.714063,2.07829
-4.1303220000000005,10.606117999999999,-7.088225
-1.7333779999999999,-9.156056,1.566229
-12.068596000000001,10.16333,-8.376851
17.528728,0.612672,6.906939
5.790697,-7.078803,1.621358
-3.516264,9.717305999999999,-8.080286
5.777229,-17.660582,8.902826
10.228373,-9.941436999999999,-6.841585
-12.748737,-0.474203,-5.61412
-5.468683,14.841604,-8.873911999999999
0.49382,2.076633,-13.450759
-1.9488299999999998,-8.733333,0.037183
-5.981957,12.467626,-8.751137
16.101364,1.086717,8.40523
-13.103407,14.834307,-8.654838999999999
-2.73745,-3.431145,13.638051
15.671413000000001,-0.031111,8.708395
-5.661199,16.305845,-8.244313
2.497415,-5.728922,2.109823
5.704097,-20.325228,7.355409
0.6456930000000001,-4.307081,13.161304000000001
-13.1895,-1.3666280000000002,-0.996186
5.389431,-17.403532000000002,11.457180000000001
15.697906,2.415867,9.216666
-12.383982000000001,-1.520075,-7.434449000000001
-12.983155,-0.17672100000000002,0.169324
5.688105999999999,-7.580937,2.519168
-12.477117,0.066837,-1.438817
-2.360863,8.531918,9.102271
-0.823362,4.122611,-12.02555
1.543688,-1.73931,-16.130020000000002
5.982794999999999,-19.491526,8.964008
1.82024,-3.742675,10.705506
-3.0487319999999998,9.953759,-7.45872
-9.888206,15.664414,-8.81562
-4.4240129999999995,10.412141,-0.273347
5.532743,-6.955856,1.578433
-2.7371540000000003,8.343171,9.660167
-1.477391,6.219977,4.294125
-1.882022,11.643466,-5.717437
14.901848000000001,-0.010228000000000001,10.489457000000002
-2.256757,-9.019832000000001,0.8482879999999999
-11.076152,10.207274,-6.731631
6.0485489999999995,-20.029297,6.591685000000001
-12.277986,0.164773,-5.210453
-2.523069,9.063037,9.083572
14.478136,0.698803,9.165977
-2.546868,-9.15906,0.656391
8.202508,-7.2266,-3.0506860000000002
-5.855924,16.305183,-8.886356
2.124559,-9.127655,0.536678
4.409877,-18.823304999999998,10.067116
6.679625,-6.8206809999999995,-1.467479
0.084983,-3.973301,9.548507
-10.167744,10.974449,-7.101913000000001
9.701573,-9.847992999999999,-6.065623
-6.193364,14.060948000000002,-10.324431
-13.873067,-1.177302,-0.715538
-7.425999000000001,15.523779000000001,-9.20209
-2.728104,8.681961,8.953244
-7.509510000000001,9.23595,-8.766243
-2.188228,-8.853977,1.783275
-5.834812,12.406602000000001,-10.346231
-3.057243,-3.268679,13.693444
-9.483647,9.60264,-8.121578999999999
-4.441127,10.428405,-0.18323299999999998
-2.531247,-5.906672,0.160088
-2.7244029999999997,8.101581,9.850538
0.241371,-4.270048,11.406381
-14.704607000000001,-0.306225,-1.9156490000000002
-8.468306,10.131296,-7.556114999999999
-4.826479,10.847605,0.153544
1.9148630000000002,-5.370069,6.903448
-12.807226,1.132223,-1.356214
-7.10195,11.504972,-10.438852
-3.7533279999999998,12.023997,0.682869
0.195199,-4.877314,0.876175
-1.0171540000000001,2.330564,-10.307013000000001
-2.910355,-4.961307,-17.530226000000003
15.290819,1.867347,7.7253929999999995
2.205254,7.208660000000001,3.6869410000000005
-2.872605,-7.025721000000001,1.9927830000000002
-6.575162,10.22551,-7.573529
-3.6228230000000003,15.546852,-9.545005
-5.9068,10.970784,-7.316072999999999
-1.22012,9.093029,8.230358
-1.7551970000000001,-0.7697970000000001,-16.795513
6.197744,-19.486582000000002,8.669487
-1.535835,-4.800699,12.989636
-6.356585,15.534046,-9.341917
-9.979308,1.2152479999999999,-4.931655999999999
-14.737072,-2.074144,-3.0533959999999998
-7.283774,14.034988,-11.161498
-4.967337000000001,16.130948999999998,-9.44791
-9.383142,9.887933,-8.429388000000001
-2.922333,8.725438,9.104604
2.280018,-5.373151,10.708346
-13.955381,-1.454546,-0.694288
0.20182999999999998,6.755663,7.039175999999999
-3.539172,15.752645000000001,-8.858478999999999
-11.477596,15.399085000000001,-8.701848
-1.990951,9.014617999999999,8.313002000000001
-2.059556,-2.963591,-16.109446
-3.3262769999999997,10.111761999999999,-5.382254
-11.557761,-1.1111389999999999,-7.1402779999999995
-2.819369,9.061596,8.450433
3.2359299999999998,-4.274178,7.130657000000001
-13.647518,0.44545200000000007,-1.104399
2.726703,-16.474923999999998,11.124051
-3.047878,11.364694,-6.793661
2.248448,8.398864,5.238352
-3.5781099999999997,8.357086,8.880618
1.466646,-5.122765,2.656253
-2.9692979999999998,-2.103986,13.764166000000001
-2.397757,-4.611413,-17.354392999999998
6.006723,-19.103216,9.615715
5.536359,-7.647919,-2.636955
-3.4531059999999996,11.83897,0.8379190000000001
-0.084999,-4.166702,-17.241808
16.227264,3.53755,9.177287
0.7736,6.050116,6.615797
4.138683,-17.755819,10.971480999999999
-7.175342999999999,15.893277,-8.776824000000001
9.048045,-9.795363,-5.43374
1.252691,-5.753466,3.02264
-2.045729,-8.960107,1.840393
-2.3578900000000003,-5.218596,-17.148241
9.092063000000001,-9.745688000000001,-5.406332
0.988298,-0.537488,-15.976172
-1.984809,11.538091,-5.582036
1.7105540000000001,6.797071000000001,5.0833639999999995
-13.00158,-0.002694,0.161418
-3.9151190000000002,13.033141,-9.55177
-5.239268,15.908582999999998,-8.336025
-7.703197,12.226566,-8.717224
-3.0693610000000002,-1.399716,13.820448
0.302281,1.71721,-11.617275
11.226695,-9.276196,-7.696578999999999
11.435928,-8.814767,-8.296103
-2.3485110000000002,10.211658,-6.181605
6.701992,-7.437722999999999,-4.2485800000000005
5.6451709999999995,-18.765879,10.024234
-11.174317,0.325902,-3.8961870000000003
-1.5823459999999998,11.121711,-6.088499
-10.90535,9.511752,-9.445501
-3.394077,-8.89832,1.848827
-15.245019000000001,-3.2692229999999998,-5.317405
16.896919,2.959578,9.250998
-9.728964,9.028886,-8.858467
17.598505,0.82967,6.666760000000001
3.9758379999999995,-16.037704,9.487138
4.961583999999999,-19.114736999999998,9.207353
-0.649439,6.728416,9.197016
-1.9802540000000002,-9.084332,0.592801
-11.712155000000001,10.817997,-7.164959
17.918131,1.877603,6.201376
-12.947954,-3.024566,-5.3373550000000005
10.399069,-9.878950999999999,-6.933922
-9.244093,14.260321,-10.017438
-3.7087879999999998,-2.306841,13.576868
18.107944,-0.392513,6.61487
-2.727229,9.893203,-7.595178
-7.024583,14.663082999999999,-9.696860000000001
-3.476116,11.606498,0.717106
-3.027384,-6.796314999999999,-16.623243
-2.598411,-2.94382,12.711774
-14.073025,-3.702614,-7.263862
-3.4891370000000004,11.924669999999999,0.842383
-2.720335,7.759896,8.047495
5.790812,-19.057817,9.812283
-0.046126,-0.976742,-15.243373000000002
14.841593,0.817859,11.303383
1.1044200000000002,-9.722836000000001,2.3131150000000003
16.587395,4.230319000000001,7.162160000000001
1.422671,-2.764863,-17.126307
-0.6966359999999999,4.781292,-10.858871
-0.5252,-3.9663809999999997,13.551020999999999
-1.912986,8.444979,9.672661
16.732946,-0.05358400000000001,7.153514
-0.927736,-4.058504,0.867567
-9.686594,10.544162,-7.208435000000001
-6.580667999999999,17.410856,-8.537636000000001
18.570772,2.1543080000000003,7.01744
11.01153,-8.495959,-7.6057820000000005
18.599899,-0.2046,6.32139
6.676966999999999,-18.214499,10.255567
1.7079790000000001,3.258322,-12.458426
-14.974589000000002,0.529521,-0.514137
-15.550315,-4.56481,-7.356357000000001
-1.6129959999999999,-0.9512299999999999,13.137494
-2.02398,-4.013191,-17.305735000000002
-1.068652,11.570001,-5.411457
-1.154493,1.5988229999999999,-15.552163
16.458078,4.739497,7.8900630000000005
8.707998,-7.532789999999999,-3.272585
-4.232379,11.933991,2.245307
-2.675615,6.397948,5.762363
-2.143541,7.145726,9.696778
-10.980728,0.687679,-5.7123349999999995
-0.818859,-6.337192,2.1397
8.178528,-6.23755,-3.168724
-5.075581,17.871796,-7.230091000000001
-5.111485,11.195208000000001,-7.688775
-14.448716000000001,1.276101,0.37564000000000003
0.762035,-3.420584,-17.158699
-2.395658,-0.8888389999999999,12.948817
3.37322,-5.431151,2.704629
-0.642999,12.577135,-4.6823879999999996
4.254716,-20.98226,4.836512
17.818373,4.61431,7.219950999999999
1.470542,-8.851871000000001,1.493889
-5.601183,13.451467999999998,3.323267
-4.405818,9.401871,-0.81675
-3.504288,8.335257,8.597598
16.973663000000002,-1.88189,8.018641
0.164382,-9.080819,2.236908
6.215262999999999,-9.106083,-1.7681939999999998
-13.331635,1.98491,1.31198
2.990644,-17.300795,9.907358
-2.030071,-3.800753,13.194317999999999
-12.055986,0.8207979999999999,-5.655507
-0.639409,12.67525,-4.619143
6.387283999999999,-5.703823000000001,-3.519368
-3.415197,-2.353225,14.068712
6.590806,-7.827561,0.361953
-14.390179999999999,-1.510044,-1.259786
6.637607000000001,-20.628263,4.301591999999999
-4.438056,11.791344,1.9467560000000002
-5.1271830000000005,12.301969,2.130092
-3.655245,-6.814264,1.1535469999999999
0.541409,3.6617940000000004,-12.602708
-13.074956,1.518394,1.409584
9.358198,-6.463038,-3.777932
10.644684,-8.453495,-7.083334
2.794938,-8.274719000000001,-1.5477940000000001
-3.563653,8.290201,9.260703999999999
7.3737449999999995,-5.510168,-0.511335
-1.234353,-2.500759,13.255045
-10.995543,0.03192,-2.8308400000000002
16.838331,4.918492,8.710174
-8.443893,9.02667,-7.496272
-14.239279000000002,-1.896896,-0.369318
-14.518401999999998,-0.488971,-3.8884339999999997
11.081489999999999,-8.947591000000001,-7.765741
16.948698,-0.29007,6.508753
-1.380172,11.940805000000001,-4.755507
18.173977,0.106084,6.65136
16.083944,5.658003,10.101263000000001
3.7091540000000003,-3.5508830000000002,7.650129
-0.8050350000000001,12.599961,-4.827674
-0.6063430000000001,5.945145,5.720044000000001
-3.639587,18.107585999999998,-7.204053999999999
2.895564,-4.040212,9.521336999999999
-5.841246,13.698816,3.4801480000000002
3.7743160000000002,-20.217371,5.743032
-5.694437000000001,13.338560999999999,3.056957
3.834049,-19.785444000000002,7.906321000000001
10.116665,-9.511677,-6.551096
0.470463,4.016594,-12.295262
-0.627987,-2.703812,11.446660000000001
-0.78615,-4.5655529999999995,-0.266436
-4.6205739999999995,17.319244,-8.495869
14.299171,0.961483,11.353616
8.832024,-8.519835,-6.166691
0.876806,-8.93935,1.136527
-1.382775,-3.78557,13.3824
1.364773,-8.718096000000001,-0.27269899999999997
4.602603,-17.985212,11.036527
-1.1213520000000001,6.616649000000001,9.987665
-3.079109,-7.740410000000001,1.6221889999999999
-8.944947,9.625186,-7.605572
-2.064054,7.621631,10.2365
1.0710030000000001,-1.289665,-13.950301999999999
-4.117385,11.384729,1.654123
6.932394,-6.922959,0.9639790000000001
-2.090207,8.391342,9.736411
-0.46470200000000006,-2.419422,-14.571325
-2.957316,-8.079965,1.7237799999999999
-1.099061,5.775288,3.250772
-3.282667,-2.859803,13.810732999999999
-11.080077000000001,2.1780470000000003,-1.460488
-3.293024,-9.0807,1.2662719999999998
-15.178262,-2.1476040000000003,-5.742414
-2.735158,8.742882,9.837315
-7.94798,15.913439000000002,-9.497108
6.500292,-18.148127,10.364168
-7.253498,9.410749000000001,-8.518464999999999
-13.893157,1.421751,0.352437
0.414854,7.002836,8.629499000000001
-3.735087,17.382680999999998,-8.081748
-1.2726950000000001,6.01963,5.988336
-1.9116349999999998,-2.646608,12.987031
0.795848,-2.247977,-15.483725
-4.854662,10.724261,1.17226
-1.009594,-5.298673,-0.69609
-2.906082,-2.2999490000000002,14.256255
-8.744171000000001,12.108663,-11.40455
16.394667000000002,4.763461,8.414021
3.0924650000000002,-15.932579999999998,9.728529
9.702544,-7.044484,-7.016017999999999
-7.830889,9.197958,-8.023418
-3.2795620000000003,-8.489642,1.108594
15.011982999999999,-1.359446,10.306648
-0.554751,12.476631,-4.943701
0.040077,5.7159629999999995,8.488957000000001
-4.73181,18.183304,-7.305721000000001
-13.002460000000001,2.20152,0.037551
-5.110106,13.095757,2.893316
2.085849,9.375010000000001,3.427511
-1.751856,12.164566,-4.9936110000000005
-5.474108,11.742562,-9.686565
-2.368111,9.252136,9.729832
3.924376,-20.478991,5.038487
-4.879436,12.235827,2.335603
1.073015,-5.274838,8.669310000000001
-0.769044,12.276199,-5.092619
17.643911,-1.0075319999999999,7.557921
6.236312,-16.812307,11.724043
5.933521,-18.764606,9.708516
-13.526685,1.259668,0.893827
-4.335031,10.19586,-9.033382000000001
-0.919731,12.564307000000001,-4.6422989999999995
1.838513,-6.160941,7.9509240000000005
15.219674,4.830051999999999,10.222298
2.148767,2.004451,-13.951451
-3.080264,18.008298999999997,-7.129650999999999
-13.011066,14.268544,-9.528944000000001
6.409168,-17.372460999999998,11.316258
-14.099854,-3.067021,-7.822002
-4.947878,11.057558,1.587658
-12.040415,10.203851,-7.693645
-12.031203,2.44239,0.767363
15.743567,-0.977849,8.942352
-2.211005,-6.668563000000001,1.251401
11.05906,-9.493729,-7.564725
-1.45431,-1.1796959999999999,13.114192000000001
-10.065833999999999,14.472842000000002,-8.740675999999999
-13.896891,1.041264,0.481679
-2.137785,-3.9415400000000003,-17.712656
-3.3385599999999998,8.346273,8.611507000000001
6.894247999999999,-7.405003,1.236809
-1.996219,11.624193,-5.72578
7.265492999999999,-7.220438000000001,1.0969879999999999
6.292211,-16.923857,11.934273
-13.425776999999998,0.884015,-3.693486
7.548234,-6.714646000000001,-4.0641370000000006
-4.194767,10.801999,-4.002123
10.690424,-6.8920770000000005,-5.477957
2.181852,-4.512093,8.012236999999999
-3.0427150000000003,-7.141197999999999,1.7978619999999998
2.51313,-15.832973,10.547668
-0.91579,12.643654,-4.490064
-15.129697,-3.1215040000000003,-4.8075790000000005
15.159785999999999,4.62208,10.502168
-10.633101,1.28025,-3.793335
-3.131252,7.184114999999999,7.0646
-11.963583,-0.213738,-2.5087490000000003
-4.695247,12.285666,2.477015
-0.740647,-4.678463,-17.225761
15.074407999999998,3.259909,9.475273
-15.384132000000001,-3.6287160000000003,-7.077934
-0.430908,12.508416,-5.121365
-1.437402,8.759136999999999,8.64661
-1.924435,-7.795710000000001,1.598911
0.823577,4.326206,-11.676642
-1.513818,-6.484305,2.362905
2.8145439999999997,8.770655,4.392437999999999
-3.3300110000000003,18.094761,-7.181723
-0.623269,2.746709,-14.355862
6.3850169999999995,-16.667248,11.88981
0.456032,7.1818,3.25314
-14.07435,0.847757,0.711434
6.305956,-8.184768,-3.387826
8.475331,-7.922055,-6.005139
-12.311662,-0.48673599999999995,-4.435264
-4.230963,18.116388,-7.439054
14.818883999999999,1.982286,11.22528
-2.112632,9.38146,8.643655
5.967578,-19.967223999999998,4.534827
-3.598729,-7.110658,1.26241
3.004438,-16.552792,9.230153999999999
-2.8171150000000003,17.798289999999998,-7.184164999999999
14.225454000000001,0.204488,9.011107
-4.328794,18.023926,-7.059928
-1.157823,5.812861,3.427853
6.9235940000000005,-16.695881,11.740305000000001
14.035974,1.342284,11.388461999999999
16.435011,5.7876959999999995,9.67871
16.106447,-1.536575,8.625471000000001
15.213773000000002,3.594721,9.35781
4.566996,-8.194349,2.4368060000000002
-5.2747720000000005,10.975327,0.573339
5.101532,-15.86709,10.473639
-2.829144,7.816671,8.156341000000001
-1.006261,2.2185200000000003,-14.996502
-0.863015,-9.22281,0.722867
1.236063,0.705883,-14.346563
-6.944017,17.827876999999997,-8.284686
0.904867,-3.16054,-15.905219
6.624461,-9.451611,-2.425878
-5.679379,16.199385,-7.724864
6.937085000000001,-19.053421,9.103206
-11.264607,12.502742999999999,-10.266742
-14.120116000000001,0.5397609999999999,0.0031609999999999997
-0.158468,7.443825,8.521795
-2.7966189999999997,-2.805684,14.005091
-14.589201000000001,-2.5559439999999998,-7.475356
-5.224671,10.739644,-5.833585
0.678895,7.40883,3.719153
15.173801999999998,3.631049,9.337222
6.6621570000000006,-6.967797,-0.9821780000000001
-5.268585,10.908914999999999,0.450014
-9.591961,14.922213000000001,-10.379827
-2.6694869999999997,6.683155999999999,6.310756
3.1370419999999997,-4.2417620000000005,10.334434
-2.305701,-9.039645,0.760523
2.827772,9.087927,5.375230999999999
-6.544734,17.986310999999997,-7.947895
-0.132698,3.7596239999999996,-10.584982
6.043574,-9.558482000000001,-1.623966
-5.598864,16.313967,-7.852562
6.982224,-19.157928,8.956494000000001
14.983560999999998,-0.011085,9.333136999999999
-13.975445,-1.727866,-0.616479
-11.691342,11.391428999999999,-6.028672
-3.5611599999999997,-2.1052020000000002,14.064874
-11.951779,13.610019,-10.378801
-2.84625,10.115813000000001,-6.185583
2.723138,-4.70403,10.380393
15.960997,3.833819,7.892848
-0.821874,-2.814337,-16.776926
-5.052166000000001,11.925867,1.880421
14.594226,4.229622,11.397267
-2.915232,8.443916,8.634398
1.742621,7.217282000000001,5.10487
-2.36347,-9.097535,0.6995060000000001
-1.805823,6.7723770000000005,8.922578999999999
-6.22465,17.70903,-7.746776
-9.865636,9.158739,-9.788324000000001
7.487783,-7.941521000000001,-0.314728
-1.327524,-4.889692,-15.839765
6.819906,-17.671736,10.770061
7.131775,-6.375464,0.533212
-14.054704000000001,0.16696,0.641886
-14.674429,-1.826255,-6.168506
-3.238182,-2.374781,14.067397
2.991416,-4.448452,9.395753
-3.952185,10.421717,-5.465127
