name,description,category,influenceDistance,pct,x,y,z
Knowledge Element 26,Bonnie,0,21.7389,0.9598715890850722,3.013216,3.688158,8.800613
Knowledge Element 27,Bonnie,0,26.3533,0.9582664526484751,3.8775997,4.177143,8.356369
Knowledge Element 28,Bonnie,0,25.8412,0.956661316211878,4.6095753,4.4781113,6.887047
Knowledge Element 29,Bonnie,0,25.5013,0.9550561797752809,6.924326,2.3386326,6.446911
Knowledge Element 30,Bonnie,0,19.4309,0.9534510433386838,6.5611744,3.7580585,5.37949
Knowledge Element 31,Bonnie,0,17.7399,0.9518459069020867,5.2003765,4.6749153,5.210972
Knowledge Element 32,Bonnie,0,16.6862,0.9502407704654896,5.7172375,3.5457993,7.7240295
Knowledge Element 33,Bonnie,0,21.2317,0.9486356340288925,4.7242413,1.3747234,7.3440742
Knowledge Element 34,Bonnie,0,17.5648,0.9470304975922953,3.3772717,3.550415,8.63353
Knowledge Element 35,Bonnie,0,20.8131,0.9454253611556982,4.616205,4.824856,6.868164
Knowledge Element 36,Bonnie,0,27.5222,0.9438202247191011,7.1842136,2.1252098,6.6578484
Knowledge Element 37,Bonnie,0,22.2158,0.942215088282504,5.9664173,3.347929,4.8625793
Knowledge Element 38,Bonnie,0,40.5893,0.9406099518459069,5.8085003,2.4397259,5.985321
Knowledge Element 39,Bonnie,0,32.1389,0.9390048154093098,6.62055,3.7245255,5.418503
Knowledge Element 40,Bonnie,0,25.6573,0.9373996789727127,5.322649,4.534794,5.2435036
Knowledge Element 41,Bonnie,0,29.9499,0.9357945425361156,3.5464115,3.0809174,8.999176
Knowledge Element 42,Bonnie,0,34.0641,0.9341894060995185,6.689329,2.0915298,7.8379555
Knowledge Element 43,Bonnie,0,37.1561,0.9325842696629213,6.1467075,1.461134,5.8848
Knowledge Element 44,Bonnie,0,32.5221,0.9309791332263242,6.7261295,3.4849377,7.0960426
Knowledge Element 45,Bonnie,0,32.1434,0.9293739967897271,6.748949,4.0396175,7.319111
Knowledge Element 46,Bonnie,0,34.3905,0.92776886035313,5.366789,3.8184013,5.9851875
Knowledge Element 47,Bonnie,0,42.2816,0.9261637239165329,4.0505314,5.09494,5.3544884
Knowledge Element 48,Bonnie,0,62.768,0.9245585874799358,4.0602245,4.7356873,6.2912254
Knowledge Element 49,Bonnie,0,65.2279,0.9229534510433387,5.0202656,2.657074,7.712963
Knowledge Element 50,Bonnie,0,53.7063,0.9213483146067416,4.541338,4.266445,7.619686
Knowledge Element 51,Bonnie,0,39.7183,0.9197431781701445,6.538248,3.1385765,7.344982
Knowledge Element 52,Bonnie,0,32.4495,0.9181380417335474,3.272684,5.6868134,3.7931862
Knowledge Element 53,Bonnie,0,26.9851,0.9165329052969502,5.4020786,4.104767,4.9056816
Knowledge Element 54,Bonnie,0,28.0116,0.9149277688603531,3.6107006,3.0614376,8.951866
Knowledge Element 55,Bonnie,0,36.1839,0.913322632423756,3.5965023,2.9993496,8.809975
Knowledge Element 56,Bonnie,0,45.5473,0.9117174959871589,4.4336567,5.1748734,7.092266
Knowledge Element 57,Bonnie,0,54.1489,0.9101123595505618,7.3092976,2.2839317,6.8125687
Knowledge Element 58,Bonnie,0,42.9439,0.9085072231139647,6.840597,2.121132,6.580448
Knowledge Element 59,Bonnie,0,68.1122,0.9069020866773676,4.68326,-0.393507,-5.549473
Knowledge Element 60,Bonnie,0,25.5668,0.9052969502407705,4.725569,-0.34941292,-5.5505943
Knowledge Element 61,Bonnie,0,27.0931,0.9036918138041734,4.866026,-0.3651657,-5.3363304
Knowledge Element 62,Bonnie,0,30.2452,0.9020866773675762,4.88418,-0.46920967,-5.195282
Knowledge Element 63,Bonnie,0,38.8222,0.9004815409309791,4.856291,-0.5330887,-5.4580956
Knowledge Element 64,Bonnie,0,35.0979,0.898876404494382,4.957266,-0.5272293,-5.436146
Knowledge Element 65,Bonnie,0,30.7027,0.8972712680577849,4.890211,-0.2733345,-5.128685
Knowledge Element 66,Bonnie,0,21.688,0.8956661316211878,4.8479366,-0.036800385,-4.8448563
Knowledge Element 67,Bonnie,0,17.6503,0.8940609951845907,4.7858486,-0.19049454,-5.0662155
Knowledge Element 68,Bonnie,0,17.9878,0.8924558587479936,4.9079647,-0.34748077,-5.235668
Knowledge Element 69,Bonnie,0,19.959,0.8908507223113965,4.8184185,-0.28026962,-4.8517075
Knowledge Element 70,Bonnie,0,26.902,0.8892455858747994,4.517294,-0.026769638,-4.40279
Knowledge Element 71,Bonnie,0,28.84,0.8876404494382022,4.5450077,0.10668945,-4.1895905
Knowledge Element 72,Bonnie,0,30.579,0.8860353130016051,4.678995,0.19732475,-4.1650734
Knowledge Element 73,Bonnie,0,31.0836,0.884430176565008,4.8166523,0.14509392,-4.175503
Knowledge Element 74,Bonnie,0,37.3518,0.8828250401284109,4.799696,0.34585762,-3.5860786
Knowledge Element 75,Bonnie,0,31.8518,0.8812199036918138,4.280176,0.26260376,-3.3294258
Knowledge Element 76,Bonnie,0,21.4572,0.8796147672552167,3.7344913,0.08847618,-3.3265076
Knowledge Element 77,Bonnie,0,16.3872,0.8780096308186196,3.4655209,-0.019760132,-3.1367188
Knowledge Element 78,Bonnie,0,23.7033,0.8764044943820225,3.4099636,0.16936111,-3.0487633
Knowledge Element 79,Bonnie,0,33.2408,0.8747993579454254,3.1642818,0.50927925,-3.195118
Knowledge Element 80,Bonnie,0,38.4723,0.8731942215088283,2.8587437,0.87952805,-4.1789894
Knowledge Element 81,Bonnie,0,39.3615,0.8715890850722311,3.100546,0.89556885,-5.066036
Knowledge Element 82,Bonnie,0,32.2364,0.869983948635634,3.239233,0.83419037,-5.441826
Knowledge Element 83,Bonnie,0,30.5345,0.8683788121990369,3.3056736,0.7775612,-5.4162827
Knowledge Element 84,Bonnie,0,27.0194,0.8667736757624398,3.3149319,0.7715225,-5.3738785
Knowledge Element 85,Bonnie,0,25.5759,0.8651685393258427,3.4729633,0.69340897,-5.2005844
Knowledge Element 86,Bonnie,0,31.1151,0.8635634028892456,3.350748,0.7627697,-5.3701324
Knowledge Element 87,Bonnie,0,38.1478,0.8619582664526485,3.369913,0.7457962,-5.3866425
Knowledge Element 88,Bonnie,0,83.8137,0.8603531300160514,-7.7891006,6.7156982,-4.830288
Knowledge Element 89,Bonnie,0,43.1435,0.8587479935794543,-7.5232697,6.4490356,-4.530533
Knowledge Element 90,Bonnie,0,34.8553,0.8571428571428571,-7.838787,6.640194,-4.790539
Knowledge Element 91,Bonnie,0,31.6417,0.85553772070626,-7.898779,6.695633,-4.842701
Knowledge Element 92,Bonnie,0,46.3166,0.8539325842696629,-8.0725765,6.752907,-4.921833
Knowledge Element 93,Bonnie,0,52.107,0.8523274478330658,-8.20397,6.6475677,-4.826248
Knowledge Element 94,Bonnie,0,48.5221,0.8507223113964687,-7.91568,6.679825,-4.785797
Knowledge Element 95,Bonnie,0,32.193,0.8491171749598716,-7.804657,6.630657,-4.748272
Knowledge Element 96,Bonnie,0,28.4625,0.8475120385232745,-8.132008,6.906521,-5.0818176
Knowledge Element 97,Bonnie,0,28.2689,0.8459069020866774,-8.004219,6.8053627,-4.955269
Knowledge Element 98,Bonnie,0,27.8951,0.8443017656500803,-7.81814,6.6573715,-4.7756233
Knowledge Element 99,Bonnie,0,27.5407,0.8426966292134831,-8.023647,6.7588196,-4.9266243
Knowledge Element 100,Bonnie,0,33.4396,0.841091492776886,-8.130821,6.6451225,-4.8126984
Knowledge Element 101,Bonnie,0,34.5188,0.8394863563402889,-8.211435,6.63192,-4.7839165
Knowledge Element 102,Bonnie,0,50.0136,0.8378812199036918,-7.837366,6.822609,-4.770153
Knowledge Element 103,Bonnie,0,41.329,0.8362760834670947,0.22454262,-1.5509186,-3.3842697
Knowledge Element 104,Bonnie,0,24.7689,0.8346709470304976,1.1590977,-1.1472435,-3.2902184
Knowledge Element 105,Bonnie,0,20.9273,0.8330658105939005,1.8222694,-0.7217827,-3.032959
Knowledge Element 106,Bonnie,0,26.7663,0.8314606741573034,2.614254,-0.19959068,-2.7941704
Knowledge Element 107,Bonnie,0,29.8888,0.8298555377207063,3.2426777,0.2161808,-2.7160301
Knowledge Element 108,Bonnie,0,27.7085,0.8282504012841091,3.2181835,0.82496834,-1.635582
Knowledge Element 109,Bonnie,0,38.1024,0.826645264847512,3.024046,1.2029438,-1.2094307
Knowledge Element 110,Bonnie,0,44.8038,0.8250401284109149,3.1897564,1.2309322,-1.0239143
Knowledge Element 111,Bonnie,0,45.5117,0.8234349919743178,2.2824154,1.525917,0.93626785
Knowledge Element 112,Bonnie,0,50.6798,0.8218298555377207,4.205038,2.424797,1.7566566
Knowledge Element 113,Bonnie,0,44.0504,0.8202247191011236,4.2964573,2.7353134,2.193428
Knowledge Element 114,Bonnie,0,34.703,0.8186195826645265,4.541033,2.2755184,1.9005508
Knowledge Element 115,Bonnie,0,32.569,0.8170144462279294,4.560381,2.2277355,1.8865814
Knowledge Element 116,Bonnie,0,37.1224,0.8154093097913323,4.382311,2.3105602,1.7649803
Knowledge Element 117,Bonnie,0,44.9964,0.8138041733547352,3.96179,3.3526382,2.9731674
Knowledge Element 118,Bonnie,0,43.0006,0.812199036918138,3.8897038,3.874281,4.8071594
Knowledge Element 119,Bonnie,0,42.4952,0.8105939004815409,2.8307323,2.8853416,8.331066
Knowledge Element 120,Bonnie,0,29.2892,0.8089887640449438,2.9015522,2.8285027,8.363251
Knowledge Element 121,Bonnie,0,35.3108,0.8073836276083467,2.1612835,3.5733109,8.501476
Knowledge Element 122,Bonnie,0,63.6701,0.8057784911717496,0.3240223,6.4516525,7.1081696
Knowledge Element 123,Bonnie,0,100.415,0.8041733547351525,0.8344097,6.4051056,7.44392
Knowledge Element 124,Bonnie,0,160.18,0.8025682182985554,1.2645779,3.2912464,6.695778
Knowledge Element 125,Bonnie,0,145.63,0.8009630818619583,6.080797,4.9120827,8.642643
Knowledge Element 126,Bonnie,0,116.706,0.7993579454253612,-6.3212624,-9.905039,2.568077
Knowledge Element 127,Bonnie,0,71.8482,0.797752808988764,-6.4099236,-10.0,2.2571297
Knowledge Element 128,Bonnie,0,52.192,0.7961476725521669,-6.4192696,-9.337397,1.047432
Knowledge Element 129,Bonnie,0,41.8235,0.7945425361155698,-6.352806,-8.992563,1.486454
Knowledge Element 130,Bonnie,0,31.7101,0.7929373996789727,-6.6737995,-8.565563,2.510769
Knowledge Element 131,Bonnie,0,33.3264,0.7913322632423756,-6.18449,-9.668842,2.3640099
Knowledge Element 132,Bonnie,0,33.7712,0.7897271268057785,-6.3924923,-9.979347,2.1010323
Knowledge Element 133,Bonnie,0,34.9666,0.7881219903691814,-6.670315,-9.514679,1.6910133
Knowledge Element 134,Bonnie,0,31.7958,0.7865168539325843,-6.650511,-9.16469,2.1301117
Knowledge Element 135,Bonnie,0,32.2544,0.7849117174959872,-6.499197,-9.395596,2.5634232
Knowledge Element 136,Bonnie,0,35.3821,0.78330658105939,-6.5825024,-9.894695,1.8823853
Knowledge Element 137,Bonnie,0,31.9658,0.7817014446227929,-6.756563,-9.964115,0.9935036
Knowledge Element 138,Bonnie,0,37.2137,0.7800963081861958,-7.0765,-9.783472,0.3158722
Knowledge Element 139,Bonnie,0,30.3141,0.7784911717495987,-7.049864,-9.512224,0.17506027
Knowledge Element 140,Bonnie,0,30.4173,0.7768860353130016,-6.443615,-9.815517,-0.25117493
Knowledge Element 141,Bonnie,0,32.1321,0.7752808988764045,-6.4904537,-9.631655,-0.11428833
Knowledge Element 142,Bonnie,0,30.8584,0.7736757624398074,-7.1277294,-9.29759,0.6970062
Knowledge Element 143,Bonnie,0,23.912,0.7720706260032103,-6.704752,-9.67527,0.050395966
Knowledge Element 144,Bonnie,0,23.6548,0.7704654895666132,-6.2301254,-9.03355,-0.49068832
Knowledge Element 145,Bonnie,0,29.471,0.7688603531300161,-6.80505,-8.800203,-0.69363785
Knowledge Element 146,Bonnie,0,34.0993,0.7672552166934189,-6.995859,-7.5345364,-1.1077309
Knowledge Element 147,Bonnie,0,32.6868,0.7656500802568218,-6.638584,-6.20994,-1.7599716
Knowledge Element 148,Bonnie,0,34.5836,0.7640449438202247,-0.1389656,-1.6577644,-3.2865639
Knowledge Element 149,Bonnie,0,39.0094,0.7624398073836276,0.11199379,-1.4053364,-3.1769295
Knowledge Element 150,Bonnie,0,40.8046,0.7608346709470305,0.9114933,-0.9139023,-2.7792435
Knowledge Element 151,Bonnie,0,45.4052,0.7592295345104334,1.0471058,-0.43354034,-1.7196159
Knowledge Element 152,Bonnie,0,39.1924,0.7576243980738363,1.7999744,1.6109638,1.9892807
Knowledge Element 153,Bonnie,0,54.2125,0.7560192616372392,1.5792217,1.8097115,2.027607
Knowledge Element 154,Bonnie,0,99.0589,0.7544141252006421,1.569334,2.0442905,2.3872795
Knowledge Element 155,Bonnie,0,129.817,0.7528089887640449,1.6174622,9.618504,-3.2712708
Knowledge Element 156,Bonnie,0,92.2787,0.7512038523274478,1.6286354,9.3555565,-3.5496368
Knowledge Element 157,Bonnie,0,48.3586,0.7495987158908507,1.9232349,8.751972,-4.0431404
Knowledge Element 158,Bonnie,0,41.2042,0.7479935794542536,2.0227947,8.94212,-4.6193237
Knowledge Element 159,Bonnie,0,43.4255,0.7463884430176565,2.5179062,9.667488,-5.7498856
Knowledge Element 160,Bonnie,0,43.7836,0.7447833065810594,2.4162807,9.725143,-5.8161163
Knowledge Element 161,Bonnie,0,37.4114,0.7431781701444623,2.2614403,9.711273,-5.7277184
Knowledge Element 162,Bonnie,0,47.2329,0.7415730337078652,2.07543,9.688595,-5.4816437
Knowledge Element 163,Bonnie,0,56.7153,0.7399678972712681,1.7480869,9.869568,-5.167095
Knowledge Element 164,Bonnie,0,58.0182,0.7383627608346709,2.187809,9.713543,-5.6689262
Knowledge Element 165,Bonnie,0,42.055,0.7367576243980738,2.4199467,9.620346,-5.7165184
Knowledge Element 166,Bonnie,0,36.5155,0.7351524879614767,2.1179829,9.620594,-5.2095757
Knowledge Element 167,Bonnie,0,27.9902,0.7335473515248796,2.3213234,9.398308,-5.390568
Knowledge Element 168,Bonnie,0,32.2992,0.7319422150882825,2.2085037,9.585129,-5.4906693
Knowledge Element 169,Bonnie,0,35.3513,0.7303370786516854,1.6577606,9.562988,-5.016266
Knowledge Element 170,Bonnie,0,41.0097,0.7287319422150883,1.7264347,9.326138,-4.57016
Knowledge Element 171,Bonnie,0,77.695,0.7271268057784912,2.0914326,9.249561,-4.705246
Knowledge Element 172,Bonnie,0,102.64,0.7255216693418941,2.0851688,7.3382225,-5.3848915
Knowledge Element 173,Bonnie,0,124.69,0.723916532905297,2.760086,6.678406,5.2362595
Knowledge Element 174,Bonnie,0,101.002,0.7223113964686998,6.7367496,2.4430103,6.471554
Knowledge Element 175,Bonnie,0,96.9034,0.7207062600321027,2.6293488,8.7915,-3.0049286
Knowledge Element 176,Bonnie,0,90.5511,0.7191011235955056,2.6094913,6.6388664,4.6961975
Knowledge Element 177,Bonnie,0,94.5952,0.7174959871589085,3.5204334,3.4145565,8.752586
Knowledge Element 178,Bonnie,0,84.4577,0.7158908507223114,7.113596,3.8007221,6.6366043
Knowledge Element 179,Bonnie,0,68.538,0.7142857142857143,3.5183582,4.7687073,7.9166374
Knowledge Element 180,Bonnie,0,87.5328,0.7126805778491172,3.244154,5.881222,3.3701477
Knowledge Element 181,Bonnie,0,51.2498,0.7110754414125201,-6.784954,-5.2753105,-2.6580086
Knowledge Element 182,Bonnie,0,42.3874,0.709470304975923,-6.52289,-5.1017303,-2.5188332
Knowledge Element 183,Bonnie,0,45.3042,0.7078651685393258,-4.381695,-1.3804436,-3.3591156
Knowledge Element 184,Bonnie,0,32.3885,0.7062600321027287,-4.281864,-1.4803505,-3.3680305
Knowledge Element 185,Bonnie,0,38.8676,0.7046548956661316,-4.040823,-1.9691582,-2.3600311
Knowledge Element 186,Bonnie,0,45.8271,0.7030497592295345,-3.8675423,-2.555561,-2.575367
Knowledge Element 187,Bonnie,0,45.7793,0.7014446227929374,-4.5893135,-1.3480549,-2.92622
Knowledge Element 188,Bonnie,0,33.607,0.6998394863563403,-4.5348186,-0.58148,-2.7927284
Knowledge Element 189,Bonnie,0,33.2101,0.6982343499197432,-3.8770714,-0.23588753,-2.2847023
Knowledge Element 190,Bonnie,0,36.3243,0.6966292134831461,-4.039673,-0.5179825,-1.1921082
Knowledge Element 191,Bonnie,0,33.1159,0.695024077046549,-4.0959263,-0.5997791,-1.7655907
Knowledge Element 192,Bonnie,0,41.2104,0.6934189406099518,-3.6220417,1.4422665,-2.6566315
Knowledge Element 193,Bonnie,0,50.9586,0.6918138041733547,-3.6099072,1.7038441,-2.4986916
Knowledge Element 194,Bonnie,0,73.7205,0.6902086677367576,1.1509571,3.6359882,-0.7342491
Knowledge Element 195,Bonnie,0,89.4557,0.6886035313001605,2.4000301,3.5106506,4.584793
Knowledge Element 196,Bonnie,0,99.9951,0.6869983948635634,-0.7841835,3.6343403,6.988678
Knowledge Element 197,Bonnie,0,72.0254,0.6853932584269663,-2.2183037,5.823826,6.235779
Knowledge Element 198,Bonnie,0,81.4559,0.6837881219903692,1.2382832,5.816971,6.122925
Knowledge Element 199,Bonnie,0,66.1171,0.6821829855537721,1.7730484,4.35297,5.802559
Knowledge Element 200,Bonnie,0,48.72,0.680577849117175,0.24028969,2.3838997,6.686966
Knowledge Element 201,Bonnie,0,36.1863,0.6789727126805778,-0.03258896,2.7029552,6.8699303
Knowledge Element 202,Bonnie,0,39.7656,0.6773675762439807,-1.5647678,3.7073994,6.801201
Knowledge Element 203,Bonnie,0,49.9497,0.6757624398073836,-2.2182426,5.706936,6.304611
Knowledge Element 204,Bonnie,0,55.982,0.6741573033707865,-1.9411507,6.035843,5.9636307
Knowledge Element 205,Bonnie,0,61.9171,0.6725521669341894,-2.1394062,5.6078224,4.6294518
Knowledge Element 206,Bonnie,0,65.0159,0.6709470304975923,-1.319952,4.712536,7.3140297
Knowledge Element 207,Bonnie,0,68.0779,0.6693418940609952,-1.2840652,4.9316826,7.534954
Knowledge Element 208,Bonnie,0,80.8601,0.6677367576243981,-0.5381279,5.7862473,7.8619957
Knowledge Element 209,Bonnie,0,68.4013,0.666131621187801,-0.8078346,5.743042,6.0386353
Knowledge Element 210,Bonnie,0,49.3136,0.6645264847512039,-1.8051262,6.237335,6.0477715
Knowledge Element 211,Bonnie,0,78.8594,0.6629213483146067,-0.82273865,5.232071,7.737808
Knowledge Element 212,Bonnie,0,78.0105,0.6613162118780096,1.1818962,5.949898,7.0823097
Knowledge Element 213,Bonnie,0,67.1289,0.6597110754414125,2.4757233,4.874405,6.103653
Knowledge Element 214,Bonnie,0,55.7261,0.6581059390048154,0.38588142,3.1438828,6.773121
Knowledge Element 215,Bonnie,0,46.93,0.6565008025682183,-1.0222397,3.2327995,6.070442
Knowledge Element 216,Bonnie,0,53.7632,0.6548956661316212,-1.948719,4.1790085,7.193802
Knowledge Element 217,Bonnie,0,73.2219,0.6532905296950241,-0.33999825,5.499878,8.042789
Knowledge Element 218,Bonnie,0,65.6685,0.651685393258427,-0.23870277,5.561882,8.035721
Knowledge Element 219,Bonnie,0,46.3157,0.6500802568218299,-0.98957443,3.6248703,5.6728096
Knowledge Element 220,Bonnie,0,45.516,0.6484751203852327,-0.8141403,3.5976162,5.6519547
Knowledge Element 221,Bonnie,0,53.9943,0.6468699839486356,-0.8206997,6.3047104,6.0781097
Knowledge Element 222,Bonnie,0,60.5675,0.6452648475120385,-0.55635834,6.742279,6.594673
Knowledge Element 223,Bonnie,0,60.4277,0.6436597110754414,-0.6243057,3.1025143,7.3483086
Knowledge Element 224,Bonnie,0,66.8956,0.6420545746388443,0.34630203,4.9230995,7.699623
Knowledge Element 225,Bonnie,0,73.2524,0.6404494382022472,1.4301643,6.0814857,7.4617157
Knowledge Element 226,Bonnie,0,60.9309,0.6388443017656501,2.9464893,4.6042023,6.0898895
Knowledge Element 227,Bonnie,0,69.4598,0.637239165329053,2.3494778,5.179756,5.848282
Knowledge Element 228,Bonnie,0,108.667,0.6356340288924559,1.5935574,2.0573788,2.4043732
Knowledge Element 229,Bonnie,0,113.272,0.6340288924558587,0.7703209,9.691738,-1.0018425
Knowledge Element 230,Bonnie,0,83.9391,0.6324237560192616,0.99238014,9.642609,-1.8462677
Knowledge Element 231,Bonnie,0,67.0809,0.6308186195826645,0.8003254,9.611809,-2.4018402
Knowledge Element 232,Bonnie,0,63.3051,0.6292134831460674,0.8881035,9.200371,-2.7644768
Knowledge Element 233,Bonnie,0,58.9682,0.6276083467094703,1.1400394,8.631168,-2.9178467
Knowledge Element 234,Bonnie,0,57.5501,0.6260032102728732,1.1926899,8.471008,-2.7480469
Knowledge Element 235,Bonnie,0,45.204,0.6243980738362761,1.0911732,8.593739,-2.8594055
Knowledge Element 236,Bonnie,0,36.4728,0.622792937399679,1.0281811,8.613281,-2.7310371
Knowledge Element 237,Bonnie,0,31.2268,0.6211878009630819,1.2748833,8.379662,-2.6733704
Knowledge Element 238,Bonnie,0,64.8073,0.6195826645264848,1.5088062,8.226158,-2.4895973
Knowledge Element 239,Bonnie,0,79.0825,0.6179775280898876,1.3079033,8.381577,-2.2987556
Knowledge Element 240,Bonnie,0,71.1645,0.6163723916532905,-1.3684406,3.7063732,6.768772
Knowledge Element 241,Bonnie,0,55.4744,0.6147672552166934,-1.8374767,4.097765,6.771282
Knowledge Element 242,Bonnie,0,62.2716,0.6131621187800963,0.22472572,5.7556915,7.2150497
Knowledge Element 243,Bonnie,0,60.0132,0.6115569823434992,0.6437607,2.6112404,6.7097054
Knowledge Element 244,Bonnie,0,67.449,0.6099518459069021,0.5463047,1.4099884,5.833397
Knowledge Element 245,Bonnie,0,62.37,0.608346709470305,-0.15271187,3.5988274,7.2576637
Knowledge Element 246,Bonnie,0,43.3581,0.6067415730337079,1.7652721,2.92984,7.9863243
Knowledge Element 247,Bonnie,0,54.508,0.6051364365971108,0.46380997,5.4820175,4.9056587
Knowledge Element 248,Bonnie,0,86.2691,0.6035313001605136,0.07713699,6.2381783,4.7607765
Knowledge Element 249,Bonnie,0,104.671,0.6019261637239165,1.1042824,10.0,-2.2992096
Knowledge Element 250,Bonnie,0,81.1348,0.6003210272873194,0.8745632,9.691875,-2.5915184
Knowledge Element 251,Bonnie,0,49.1637,0.5987158908507223,0.7910366,9.195702,-2.864109
Knowledge Element 252,Bonnie,0,25.2435,0.5971107544141252,0.8340912,9.028782,-2.9727402
Knowledge Element 253,Bonnie,0,34.0708,0.5955056179775281,1.2435074,8.791668,-3.2411766
Knowledge Element 254,Bonnie,0,46.5635,0.593900481540931,1.7289543,8.316071,-3.15942
Knowledge Element 255,Bonnie,0,53.0584,0.5922953451043339,2.1347618,7.761261,-2.8771362
Knowledge Element 256,Bonnie,0,58.8441,0.5906902086677368,1.4910259,8.025433,-2.3729973
Knowledge Element 257,Bonnie,0,76.9674,0.5890850722311396,1.1705532,7.888874,-2.1015663
Knowledge Element 258,Bonnie,0,139.183,0.5874799357945425,-0.6492882,4.9698677,1.5587158
Knowledge Element 259,Bonnie,0,137.053,0.5858747993579454,-4.106184,6.0869102,-3.1576881
Knowledge Element 260,Bonnie,0,125.643,0.5842696629213483,-0.6896248,5.551903,1.3932037
Knowledge Element 261,Bonnie,0,87.8641,0.5826645264847512,-0.22348785,1.4365005,7.4255066
Knowledge Element 262,Bonnie,0,62.6484,0.5810593900481541,0.84511375,2.2595673,6.2731323
Knowledge Element 263,Bonnie,0,64.5976,0.579454253611557,-0.5241375,4.8662148,1.6787338
Knowledge Element 264,Bonnie,0,50.0177,0.5778491171749599,-0.52780914,4.945141,1.6654701
Knowledge Element 265,Bonnie,0,44.1306,0.5762439807383628,-0.13913345,5.161957,1.7432137
Knowledge Element 266,Bonnie,0,41.7152,0.5746388443017657,-0.45792198,4.7582397,1.8941269
Knowledge Element 267,Bonnie,0,35.8524,0.5730337078651685,-0.53214645,4.590931,2.0607834
Knowledge Element 268,Bonnie,0,44.2048,0.5714285714285714,-0.21572495,5.168274,1.5108643
Knowledge Element 269,Bonnie,0,134.967,0.5698234349919743,-0.36102295,5.0495224,1.7215576
Knowledge Element 270,Bonnie,0,173.413,0.5682182985553772,-0.43130875,1.7657261,7.3728447
Knowledge Element 271,Bonnie,0,221.778,0.5666131621187801,0.27879715,1.0112019,6.0321198
Knowledge Element 272,Bonnie,0,145.218,0.565008025682183,1.8819771,2.5828857,7.8515854
Knowledge Element 273,Bonnie,0,128.388,0.5634028892455859,2.7528744,5.8900185,-1.7039566
Knowledge Element 274,Bonnie,0,87.6106,0.5617977528089888,2.8719006,6.00346,-1.7598305
Knowledge Element 275,Bonnie,0,69.027,0.5601926163723917,2.9553928,6.0838013,-1.832943
Knowledge Element 276,Bonnie,0,66.447,0.5585874799357945,3.0634823,6.052807,-1.8178444
Knowledge Element 277,Bonnie,0,60.9877,0.5569823434991974,2.9795513,6.123066,-1.868721
Knowledge Element 278,Bonnie,0,50.7508,0.5553772070626003,2.917078,6.071766,-1.8846283
Knowledge Element 279,Bonnie,0,35.6541,0.5537720706260032,2.8259983,6.179245,-1.9133797
Knowledge Element 280,Bonnie,0,40.8778,0.5521669341894061,2.6439018,6.212696,-1.8467064
Knowledge Element 281,Bonnie,0,45.3328,0.5497592295345104,2.0657368,6.0730896,-1.718811
